País,Sexo,Años,id_fuente,ids_notas,iso3,valor
Argentina,Mujeres,2007,480,,ARG,46
Bolivia (Estado Plurinacional de),Mujeres,2007,480,,BOL,41
Brasil,Mujeres,2007,480,,BRA,42
Chile,Mujeres,2007,480,,CHL,42
Colombia,Mujeres,2007,480,,COL,34
Costa Rica,Mujeres,2007,480,,CRI,30
República Dominicana,Mujeres,2007,480,,DOM,28
Ecuador,Mujeres,2007,480,,ECU,37
El Salvador,Mujeres,2007,480,,SLV,39
Guatemala,Mujeres,2007,480,,GTM,35
Honduras,Mujeres,2007,480,,HND,42
México,Mujeres,2007,480,,MEX,37
Nicaragua,Mujeres,2007,480,,NIC,25
Panamá,Mujeres,2007,480,,PAN,12
Paraguay,Mujeres,2007,480,,PRY,37
Perú,Mujeres,2007,480,,PER,42
Uruguay,Mujeres,2007,480,,URY,34
Venezuela (República Bolivariana de),Mujeres,2007,480,,VEN,51
Argentina,Ambos sexos,2008,480,,ARG,39
Bolivia (Estado Plurinacional de),Ambos sexos,2008,480,,BOL,33
Brasil,Ambos sexos,2008,480,,BRA,40
Chile,Ambos sexos,2008,480,,CHL,32
Colombia,Ambos sexos,2008,480,,COL,28
Costa Rica,Ambos sexos,2008,480,,CRI,34
República Dominicana,Ambos sexos,2008,480,,DOM,25
Ecuador,Ambos sexos,2008,480,,ECU,34
El Salvador,Ambos sexos,2008,480,,SLV,38
Guatemala,Ambos sexos,2008,480,,GTM,32
Honduras,Ambos sexos,2008,480,,HND,36
México,Ambos sexos,2008,480,,MEX,42
Nicaragua,Ambos sexos,2008,480,,NIC,28
Panamá,Ambos sexos,2008,480,,PAN,12
Paraguay,Ambos sexos,2008,480,,PRY,30
Perú,Ambos sexos,2008,480,,PER,37
Uruguay,Ambos sexos,2008,480,,URY,29
Venezuela (República Bolivariana de),Ambos sexos,2008,480,,VEN,54
Argentina,Hombres,2008,480,,ARG,39
Bolivia (Estado Plurinacional de),Hombres,2008,480,,BOL,35
Brasil,Hombres,2008,480,,BRA,39
Chile,Hombres,2008,480,,CHL,30
Colombia,Hombres,2008,480,,COL,28
Costa Rica,Hombres,2008,480,,CRI,35
República Dominicana,Hombres,2008,480,,DOM,24
Ecuador,Hombres,2008,480,,ECU,36
El Salvador,Hombres,2008,480,,SLV,39
Guatemala,Hombres,2008,480,,GTM,30
Honduras,Hombres,2008,480,,HND,38
México,Hombres,2008,480,,MEX,44
Nicaragua,Hombres,2008,480,,NIC,29
Panamá,Hombres,2008,480,,PAN,12
Paraguay,Hombres,2008,480,,PRY,31
Perú,Hombres,2008,480,,PER,41
Uruguay,Hombres,2008,480,,URY,28
Venezuela (República Bolivariana de),Hombres,2008,480,,VEN,56
Argentina,Mujeres,2008,480,,ARG,39
Bolivia (Estado Plurinacional de),Mujeres,2008,480,,BOL,31
Brasil,Mujeres,2008,480,,BRA,42
Chile,Mujeres,2008,480,,CHL,33
Colombia,Mujeres,2008,480,,COL,27
Costa Rica,Mujeres,2008,480,,CRI,33
República Dominicana,Mujeres,2008,480,,DOM,26
Ecuador,Mujeres,2008,480,,ECU,31
El Salvador,Mujeres,2008,480,,SLV,36
Guatemala,Mujeres,2008,480,,GTM,33
Honduras,Mujeres,2008,480,,HND,35
México,Mujeres,2008,480,,MEX,41
Nicaragua,Mujeres,2008,480,,NIC,27
Panamá,Mujeres,2008,480,,PAN,11
Paraguay,Mujeres,2008,480,,PRY,28
Perú,Mujeres,2008,480,,PER,34
Uruguay,Mujeres,2008,480,,URY,30
Venezuela (República Bolivariana de),Mujeres,2008,480,,VEN,52
Argentina,Ambos sexos,2009,480,,ARG,41
Bolivia (Estado Plurinacional de),Ambos sexos,2009,480,,BOL,39
Brasil,Ambos sexos,2009,480,,BRA,41
Chile,Ambos sexos,2009,480,,CHL,31
Colombia,Ambos sexos,2009,480,,COL,31
Costa Rica,Ambos sexos,2009,480,,CRI,37
República Dominicana,Ambos sexos,2009,480,,DOM,43
Ecuador,Ambos sexos,2009,480,,ECU,51
El Salvador,Ambos sexos,2009,480,,SLV,73
Guatemala,Ambos sexos,2009,480,,GTM,38
Honduras,Ambos sexos,2009,480,,HND,33
México,Ambos sexos,2009,480,,MEX,39
Nicaragua,Ambos sexos,2009,480,,NIC,32
Panamá,Ambos sexos,2009,480,,PAN,29
Paraguay,Ambos sexos,2009,480,,PRY,32
Perú,Ambos sexos,2009,480,,PER,38
Uruguay,Ambos sexos,2009,480,,URY,31
Venezuela (República Bolivariana de),Ambos sexos,2009,480,,VEN,39
Argentina,Hombres,2009,480,,ARG,39
Bolivia (Estado Plurinacional de),Hombres,2009,480,,BOL,40
Brasil,Hombres,2009,480,,BRA,40
Chile,Hombres,2009,480,,CHL,33
Colombia,Hombres,2009,480,,COL,30
Costa Rica,Hombres,2009,480,,CRI,37
República Dominicana,Hombres,2009,480,,DOM,45
Ecuador,Hombres,2009,480,,ECU,54
El Salvador,Hombres,2009,480,,SLV,69
Guatemala,Hombres,2009,480,,GTM,36
Honduras,Hombres,2009,480,,HND,35
México,Hombres,2009,480,,MEX,39
Nicaragua,Hombres,2009,480,,NIC,32
Panamá,Hombres,2009,480,,PAN,29
Paraguay,Hombres,2009,480,,PRY,32
Perú,Hombres,2009,480,,PER,37
Uruguay,Hombres,2009,480,,URY,32
Venezuela (República Bolivariana de),Hombres,2009,480,,VEN,41
Argentina,Mujeres,2009,480,,ARG,43
Bolivia (Estado Plurinacional de),Mujeres,2009,480,,BOL,39
Brasil,Mujeres,2009,480,,BRA,42
Chile,Mujeres,2009,480,,CHL,29
Colombia,Mujeres,2009,480,,COL,31
Costa Rica,Mujeres,2009,480,,CRI,38
República Dominicana,Mujeres,2009,480,,DOM,42
Ecuador,Mujeres,2009,480,,ECU,48
El Salvador,Mujeres,2009,480,,SLV,76
Guatemala,Mujeres,2009,480,,GTM,40
Honduras,Mujeres,2009,480,,HND,31
México,Mujeres,2009,480,,MEX,38
Nicaragua,Mujeres,2009,480,,NIC,32
Panamá,Mujeres,2009,480,,PAN,29
Paraguay,Mujeres,2009,480,,PRY,32
Perú,Mujeres,2009,480,,PER,40
Uruguay,Mujeres,2009,480,,URY,31
Venezuela (República Bolivariana de),Mujeres,2009,480,,VEN,37
Argentina,Ambos sexos,2010,480,,ARG,36
Bolivia (Estado Plurinacional de),Ambos sexos,2010,480,,BOL,31
Brasil,Ambos sexos,2010,480,,BRA,26
Chile,Ambos sexos,2010,480,,CHL,25
Colombia,Ambos sexos,2010,480,,COL,32
Costa Rica,Ambos sexos,2010,480,,CRI,35
República Dominicana,Ambos sexos,2010,480,,DOM,34
Ecuador,Ambos sexos,2010,480,,ECU,35
El Salvador,Ambos sexos,2010,480,,SLV,73
Guatemala,Ambos sexos,2010,480,,GTM,33
Honduras,Ambos sexos,2010,480,,HND,32
México,Ambos sexos,2010,480,,MEX,30
Nicaragua,Ambos sexos,2010,480,,NIC,29
Panamá,Ambos sexos,2010,480,,PAN,19
Paraguay,Ambos sexos,2010,480,,PRY,30
Perú,Ambos sexos,2010,480,,PER,29
Uruguay,Ambos sexos,2010,480,,URY,19
Venezuela (República Bolivariana de),Ambos sexos,2010,480,,VEN,28
Argentina,Hombres,2010,480,,ARG,36
Bolivia (Estado Plurinacional de),Hombres,2010,480,,BOL,30
Brasil,Hombres,2010,480,,BRA,24
Chile,Hombres,2010,480,,CHL,25
Colombia,Hombres,2010,480,,COL,32
Costa Rica,Hombres,2010,480,,CRI,36
República Dominicana,Hombres,2010,480,,DOM,33
Ecuador,Hombres,2010,480,,ECU,36
El Salvador,Hombres,2010,480,,SLV,73
Guatemala,Hombres,2010,480,,GTM,34
Honduras,Hombres,2010,480,,HND,32
México,Hombres,2010,480,,MEX,34
Nicaragua,Hombres,2010,480,,NIC,29
Panamá,Hombres,2010,480,,PAN,20
Paraguay,Hombres,2010,480,,PRY,28
Perú,Hombres,2010,480,,PER,30
Uruguay,Hombres,2010,480,,URY,18
Venezuela (República Bolivariana de),Hombres,2010,480,,VEN,29
Argentina,Mujeres,2010,480,,ARG,36
Bolivia (Estado Plurinacional de),Mujeres,2010,480,,BOL,31
Brasil,Mujeres,2010,480,,BRA,27
Chile,Mujeres,2010,480,,CHL,25
Colombia,Mujeres,2010,480,,COL,33
Costa Rica,Mujeres,2010,480,,CRI,34
República Dominicana,Mujeres,2010,480,,DOM,34
Ecuador,Mujeres,2010,480,,ECU,34
El Salvador,Mujeres,2010,480,,SLV,72
Guatemala,Mujeres,2010,480,,GTM,33
Honduras,Mujeres,2010,480,,HND,32
México,Mujeres,2010,480,,MEX,27
Nicaragua,Mujeres,2010,480,,NIC,29
Panamá,Mujeres,2010,480,,PAN,18
Paraguay,Mujeres,2010,480,,PRY,32
Perú,Mujeres,2010,480,,PER,29
Uruguay,Mujeres,2010,480,,URY,19
Venezuela (República Bolivariana de),Mujeres,2010,480,,VEN,27
Argentina,Ambos sexos,2011,480,,ARG,39
Bolivia (Estado Plurinacional de),Ambos sexos,2011,480,,BOL,38
Brasil,Ambos sexos,2011,480,,BRA,32
Chile,Ambos sexos,2011,480,,CHL,29
Colombia,Ambos sexos,2011,480,,COL,38
Costa Rica,Ambos sexos,2011,480,,CRI,39
República Dominicana,Ambos sexos,2011,480,,DOM,27
Ecuador,Ambos sexos,2011,480,,ECU,32
El Salvador,Ambos sexos,2011,480,,SLV,27
Guatemala,Ambos sexos,2011,480,,GTM,36
Honduras,Ambos sexos,2011,480,,HND,36
México,Ambos sexos,2011,480,,MEX,42
Nicaragua,Ambos sexos,2011,480,,NIC,31
Panamá,Ambos sexos,2011,480,,PAN,19
Paraguay,Ambos sexos,2011,480,,PRY,31
Perú,Ambos sexos,2011,480,,PER,41
Uruguay,Ambos sexos,2011,480,,URY,31
Venezuela (República Bolivariana de),Ambos sexos,2011,480,,VEN,32
Argentina,Hombres,2011,480,,ARG,37
Bolivia (Estado Plurinacional de),Hombres,2011,480,,BOL,39
Brasil,Hombres,2011,480,,BRA,31
Chile,Hombres,2011,480,,CHL,32
Colombia,Hombres,2011,480,,COL,35
Costa Rica,Hombres,2011,480,,CRI,38
República Dominicana,Hombres,2011,480,,DOM,27
Ecuador,Hombres,2011,480,,ECU,34
El Salvador,Hombres,2011,480,,SLV,26
Guatemala,Hombres,2011,480,,GTM,37
Honduras,Hombres,2011,480,,HND,37
México,Hombres,2011,480,,MEX,41
Nicaragua,Hombres,2011,480,,NIC,30
Panamá,Hombres,2011,480,,PAN,17
Paraguay,Hombres,2011,480,,PRY,33
Perú,Hombres,2011,480,,PER,42
Uruguay,Hombres,2011,480,,URY,32
Venezuela (República Bolivariana de),Hombres,2011,480,,VEN,33
Argentina,Mujeres,2011,480,,ARG,41
Bolivia (Estado Plurinacional de),Mujeres,2011,480,,BOL,37
Brasil,Mujeres,2011,480,,BRA,33
Chile,Mujeres,2011,480,,CHL,25
Colombia,Mujeres,2011,480,,COL,40
Costa Rica,Mujeres,2011,480,,CRI,39
República Dominicana,Mujeres,2011,480,,DOM,27
Ecuador,Mujeres,2011,480,,ECU,30
El Salvador,Mujeres,2011,480,,SLV,28
Guatemala,Mujeres,2011,480,,GTM,35
Honduras,Mujeres,2011,480,,HND,36
México,Mujeres,2011,480,,MEX,43
Nicaragua,Mujeres,2011,480,,NIC,32
Panamá,Mujeres,2011,480,,PAN,22
Paraguay,Mujeres,2011,480,,PRY,29
Perú,Mujeres,2011,480,,PER,40
Uruguay,Mujeres,2011,480,,URY,29
Venezuela (República Bolivariana de),Mujeres,2011,480,,VEN,31
Argentina,Ambos sexos,2013,480,,ARG,42
Bolivia (Estado Plurinacional de),Ambos sexos,2013,480,,BOL,43
Brasil,Ambos sexos,2013,480,,BRA,40
Chile,Ambos sexos,2013,480,,CHL,40
Colombia,Ambos sexos,2013,480,,COL,37
Costa Rica,Ambos sexos,2013,480,,CRI,50
República Dominicana,Ambos sexos,2013,480,,DOM,33
Ecuador,Ambos sexos,2013,480,,ECU,44
El Salvador,Ambos sexos,2013,480,,SLV,28
Guatemala,Ambos sexos,2013,480,,GTM,40
Honduras,Ambos sexos,2013,480,,HND,38
México,Ambos sexos,2013,480,,MEX,58
Nicaragua,Ambos sexos,2013,480,,NIC,28
Panamá,Ambos sexos,2013,480,,PAN,33
Paraguay,Ambos sexos,2013,480,,PRY,34
Perú,Ambos sexos,2013,480,,PER,44
Uruguay,Ambos sexos,2013,480,,URY,39
Venezuela (República Bolivariana de),Ambos sexos,2013,480,,VEN,45
Argentina,Hombres,2013,480,,ARG,40
Bolivia (Estado Plurinacional de),Hombres,2013,480,,BOL,42
Brasil,Hombres,2013,480,,BRA,39
Chile,Hombres,2013,480,,CHL,38
Colombia,Hombres,2013,480,,COL,39
Costa Rica,Hombres,2013,480,,CRI,53
República Dominicana,Hombres,2013,480,,DOM,34
Ecuador,Hombres,2013,480,,ECU,46
El Salvador,Hombres,2013,480,,SLV,31
Guatemala,Hombres,2013,480,,GTM,42
Honduras,Hombres,2013,480,,HND,40
México,Hombres,2013,480,,MEX,57
Nicaragua,Hombres,2013,480,,NIC,26
Panamá,Hombres,2013,480,,PAN,34
Paraguay,Hombres,2013,480,,PRY,32
Perú,Hombres,2013,480,,PER,47
Uruguay,Hombres,2013,480,,URY,38
Venezuela (República Bolivariana de),Hombres,2013,480,,VEN,44
Argentina,Mujeres,2013,480,,ARG,45
Bolivia (Estado Plurinacional de),Mujeres,2013,480,,BOL,43
Brasil,Mujeres,2013,480,,BRA,40
Chile,Mujeres,2013,480,,CHL,42
Colombia,Mujeres,2013,480,,COL,36
Costa Rica,Mujeres,2013,480,,CRI,48
República Dominicana,Mujeres,2013,480,,DOM,31
Ecuador,Mujeres,2013,480,,ECU,42
El Salvador,Mujeres,2013,480,,SLV,26
Guatemala,Mujeres,2013,480,,GTM,39
Honduras,Mujeres,2013,480,,HND,37
México,Mujeres,2013,480,,MEX,58
Nicaragua,Mujeres,2013,480,,NIC,29
Panamá,Mujeres,2013,480,,PAN,31
Paraguay,Mujeres,2013,480,,PRY,35
Perú,Mujeres,2013,480,,PER,41
Uruguay,Mujeres,2013,480,,URY,39
Venezuela (República Bolivariana de),Mujeres,2013,480,,VEN,45
Argentina,Ambos sexos,2015,480,,ARG,47
Bolivia (Estado Plurinacional de),Ambos sexos,2015,480,,BOL,41
Brasil,Ambos sexos,2015,480,,BRA,49
Chile,Ambos sexos,2015,480,,CHL,37
Colombia,Ambos sexos,2015,480,,COL,44
Costa Rica,Ambos sexos,2015,480,,CRI,38
República Dominicana,Ambos sexos,2015,480,,DOM,39
Ecuador,Ambos sexos,2015,480,,ECU,36
El Salvador,Ambos sexos,2015,480,,SLV,35
Guatemala,Ambos sexos,2015,480,,GTM,39
Honduras,Ambos sexos,2015,480,,HND,37
México,Ambos sexos,2015,480,,MEX,58
Nicaragua,Ambos sexos,2015,480,,NIC,31
Panamá,Ambos sexos,2015,480,,PAN,33
Paraguay,Ambos sexos,2015,480,,PRY,46
Perú,Ambos sexos,2015,480,,PER,52
Uruguay,Ambos sexos,2015,480,,URY,41
Venezuela (República Bolivariana de),Ambos sexos,2015,480,,VEN,89
Argentina,Hombres,2015,480,,ARG,44
Bolivia (Estado Plurinacional de),Hombres,2015,480,,BOL,43
Brasil,Hombres,2015,480,,BRA,48
Chile,Hombres,2015,480,,CHL,39
Colombia,Hombres,2015,480,,COL,44
Costa Rica,Hombres,2015,480,,CRI,40
República Dominicana,Hombres,2015,480,,DOM,38
Ecuador,Hombres,2015,480,,ECU,36
El Salvador,Hombres,2015,480,,SLV,36
Guatemala,Hombres,2015,480,,GTM,40
Honduras,Hombres,2015,480,,HND,38
México,Hombres,2015,480,,MEX,61
Nicaragua,Hombres,2015,480,,NIC,32
Panamá,Hombres,2015,480,,PAN,34
Paraguay,Hombres,2015,480,,PRY,44
Perú,Hombres,2015,480,,PER,52
Uruguay,Hombres,2015,480,,URY,42
Venezuela (República Bolivariana de),Hombres,2015,480,,VEN,91
Argentina,Mujeres,2015,480,,ARG,50
Bolivia (Estado Plurinacional de),Mujeres,2015,480,,BOL,38
Brasil,Mujeres,2015,480,,BRA,49
Chile,Mujeres,2015,480,,CHL,36
Colombia,Mujeres,2015,480,,COL,43
Costa Rica,Mujeres,2015,480,,CRI,36
República Dominicana,Mujeres,2015,480,,DOM,40
Ecuador,Mujeres,2015,480,,ECU,36
El Salvador,Mujeres,2015,480,,SLV,35
Guatemala,Mujeres,2015,480,,GTM,38
Honduras,Mujeres,2015,480,,HND,36
México,Mujeres,2015,480,,MEX,55
Nicaragua,Mujeres,2015,480,,NIC,29
Panamá,Mujeres,2015,480,,PAN,32
Paraguay,Mujeres,2015,480,,PRY,47
Perú,Mujeres,2015,480,,PER,52
Uruguay,Mujeres,2015,480,,URY,40
Venezuela (República Bolivariana de),Mujeres,2015,480,,VEN,88
Argentina,Ambos sexos,2016,480,,ARG,39
Bolivia (Estado Plurinacional de),Ambos sexos,2016,480,,BOL,30
Brasil,Ambos sexos,2016,480,,BRA,37
Chile,Ambos sexos,2016,480,,CHL,38
Colombia,Ambos sexos,2016,480,,COL,34
Costa Rica,Ambos sexos,2016,480,,CRI,35
República Dominicana,Ambos sexos,2016,480,,DOM,41
Ecuador,Ambos sexos,2016,480,,ECU,28
El Salvador,Ambos sexos,2016,480,,SLV,31
Guatemala,Ambos sexos,2016,480,,GTM,36
Honduras,Ambos sexos,2016,480,,HND,34
México,Ambos sexos,2016,480,,MEX,46
Nicaragua,Ambos sexos,2016,480,,NIC,30
Panamá,Ambos sexos,2016,480,,PAN,33
Paraguay,Ambos sexos,2016,480,,PRY,32
Perú,Ambos sexos,2016,480,,PER,40
Uruguay,Ambos sexos,2016,480,,URY,35
Venezuela (República Bolivariana de),Ambos sexos,2016,480,,VEN,48
Argentina,Hombres,2016,480,,ARG,38
Bolivia (Estado Plurinacional de),Hombres,2016,480,,BOL,30
Brasil,Hombres,2016,480,,BRA,40
Chile,Hombres,2016,480,,CHL,40
Colombia,Hombres,2016,480,,COL,34
Costa Rica,Hombres,2016,480,,CRI,35
República Dominicana,Hombres,2016,480,,DOM,41
Ecuador,Hombres,2016,480,,ECU,29
El Salvador,Hombres,2016,480,,SLV,34
Guatemala,Hombres,2016,480,,GTM,34
Honduras,Hombres,2016,480,,HND,34
México,Hombres,2016,480,,MEX,47
Nicaragua,Hombres,2016,480,,NIC,30
Panamá,Hombres,2016,480,,PAN,32
Paraguay,Hombres,2016,480,,PRY,32
Perú,Hombres,2016,480,,PER,41
Uruguay,Hombres,2016,480,,URY,34
Venezuela (República Bolivariana de),Hombres,2016,480,,VEN,50
Argentina,Mujeres,2016,480,,ARG,40
Bolivia (Estado Plurinacional de),Mujeres,2016,480,,BOL,30
Brasil,Mujeres,2016,480,,BRA,35
Chile,Mujeres,2016,480,,CHL,36
Colombia,Mujeres,2016,480,,COL,34
Costa Rica,Mujeres,2016,480,,CRI,35
República Dominicana,Mujeres,2016,480,,DOM,41
Ecuador,Mujeres,2016,480,,ECU,28
El Salvador,Mujeres,2016,480,,SLV,27
Guatemala,Mujeres,2016,480,,GTM,38
Honduras,Mujeres,2016,480,,HND,35
México,Mujeres,2016,480,,MEX,46
Nicaragua,Mujeres,2016,480,,NIC,31
Panamá,Mujeres,2016,480,,PAN,34
Paraguay,Mujeres,2016,480,,PRY,31
Perú,Mujeres,2016,480,,PER,39
Uruguay,Mujeres,2016,480,,URY,35
Venezuela (República Bolivariana de),Mujeres,2016,480,,VEN,47
Argentina,Ambos sexos,2017,480,,ARG,25
Bolivia (Estado Plurinacional de),Ambos sexos,2017,480,,BOL,23
Brasil,Ambos sexos,2017,480,,BRA,21
Chile,Ambos sexos,2017,480,,CHL,28
Colombia,Ambos sexos,2017,480,,COL,17
Costa Rica,Ambos sexos,2017,480,,CRI,22
República Dominicana,Ambos sexos,2017,480,,DOM,22
Ecuador,Ambos sexos,2017,480,,ECU,16
El Salvador,Ambos sexos,2017,480,,SLV,14
Guatemala,Ambos sexos,2017,480,,GTM,13
Honduras,Ambos sexos,2017,480,,HND,16
México,Ambos sexos,2017,480,,MEX,35
Nicaragua,Ambos sexos,2017,480,,NIC,18
Panamá,Ambos sexos,2017,480,,PAN,20
Paraguay,Ambos sexos,2017,480,,PRY,19
Perú,Ambos sexos,2017,480,,PER,25
Uruguay,Ambos sexos,2017,480,,URY,19
Venezuela (República Bolivariana de),Ambos sexos,2017,480,,VEN,34
Argentina,Hombres,2017,480,,ARG,26
Bolivia (Estado Plurinacional de),Hombres,2017,480,,BOL,24
Brasil,Hombres,2017,480,,BRA,22
Chile,Hombres,2017,480,,CHL,30
Colombia,Hombres,2017,480,,COL,21
Costa Rica,Hombres,2017,480,,CRI,23
República Dominicana,Hombres,2017,480,,DOM,23
Ecuador,Hombres,2017,480,,ECU,16
El Salvador,Hombres,2017,480,,SLV,16
Guatemala,Hombres,2017,480,,GTM,17
Honduras,Hombres,2017,480,,HND,20
México,Hombres,2017,480,,MEX,38
Nicaragua,Hombres,2017,480,,NIC,22
Panamá,Hombres,2017,480,,PAN,24
Paraguay,Hombres,2017,480,,PRY,19
Perú,Hombres,2017,480,,PER,28
Uruguay,Hombres,2017,480,,URY,18
Venezuela (República Bolivariana de),Hombres,2017,480,,VEN,33
Argentina,Mujeres,2017,480,,ARG,24
Bolivia (Estado Plurinacional de),Mujeres,2017,480,,BOL,22
Brasil,Mujeres,2017,480,,BRA,21
Chile,Mujeres,2017,480,,CHL,27
Colombia,Mujeres,2017,480,,COL,14
Costa Rica,Mujeres,2017,480,,CRI,22
República Dominicana,Mujeres,2017,480,,DOM,21
Ecuador,Mujeres,2017,480,,ECU,16
El Salvador,Mujeres,2017,480,,SLV,13
Guatemala,Mujeres,2017,480,,GTM,10
Honduras,Mujeres,2017,480,,HND,13
México,Mujeres,2017,480,,MEX,32
Nicaragua,Mujeres,2017,480,,NIC,15
Panamá,Mujeres,2017,480,,PAN,16
Paraguay,Mujeres,2017,480,,PRY,20
Perú,Mujeres,2017,480,,PER,22
Uruguay,Mujeres,2017,480,,URY,20
Venezuela (República Bolivariana de),Mujeres,2017,480,,VEN,35
Argentina,Ambos sexos,2018,480,,ARG,28
Bolivia (Estado Plurinacional de),Ambos sexos,2018,480,,BOL,21
Brasil,Ambos sexos,2018,480,,BRA,19
Chile,Ambos sexos,2018,480,,CHL,32
Colombia,Ambos sexos,2018,480,,COL,30
Costa Rica,Ambos sexos,2018,480,,CRI,23
República Dominicana,Ambos sexos,2018,480,,DOM,27
Ecuador,Ambos sexos,2018,480,,ECU,23
El Salvador,Ambos sexos,2018,480,,SLV,14
Guatemala,Ambos sexos,2018,480,,GTM,18
Honduras,Ambos sexos,2018,480,,HND,15
México,Ambos sexos,2018,480,,MEX,33
Nicaragua,Ambos sexos,2018,480,,NIC,21
Panamá,Ambos sexos,2018,480,,PAN,20
Paraguay,Ambos sexos,2018,480,,PRY,19
Perú,Ambos sexos,2018,480,,PER,24
Uruguay,Ambos sexos,2018,480,,URY,22
Venezuela (República Bolivariana de),Ambos sexos,2018,480,,VEN,35
Argentina,Hombres,2018,480,,ARG,30
Bolivia (Estado Plurinacional de),Hombres,2018,480,,BOL,22
Brasil,Hombres,2018,480,,BRA,19
Chile,Hombres,2018,480,,CHL,38
Colombia,Hombres,2018,480,,COL,33
Costa Rica,Hombres,2018,480,,CRI,26
República Dominicana,Hombres,2018,480,,DOM,28
Ecuador,Hombres,2018,480,,ECU,23
El Salvador,Hombres,2018,480,,SLV,16
Guatemala,Hombres,2018,480,,GTM,20
Honduras,Hombres,2018,480,,HND,16
México,Hombres,2018,480,,MEX,34
Nicaragua,Hombres,2018,480,,NIC,20
Panamá,Hombres,2018,480,,PAN,24
Paraguay,Hombres,2018,480,,PRY,18
Perú,Hombres,2018,480,,PER,28
Uruguay,Hombres,2018,480,,URY,22
Venezuela (República Bolivariana de),Hombres,2018,480,,VEN,37
Argentina,Mujeres,2018,480,,ARG,26
Bolivia (Estado Plurinacional de),Mujeres,2018,480,,BOL,20
Brasil,Mujeres,2018,480,,BRA,20
Chile,Mujeres,2018,480,,CHL,26
Colombia,Mujeres,2018,480,,COL,27
Costa Rica,Mujeres,2018,480,,CRI,21
República Dominicana,Mujeres,2018,480,,DOM,26
Ecuador,Mujeres,2018,480,,ECU,23
El Salvador,Mujeres,2018,480,,SLV,13
Guatemala,Mujeres,2018,480,,GTM,16
Honduras,Mujeres,2018,480,,HND,14
México,Mujeres,2018,480,,MEX,32
Nicaragua,Mujeres,2018,480,,NIC,21
Panamá,Mujeres,2018,480,,PAN,17
Paraguay,Mujeres,2018,480,,PRY,20
Perú,Mujeres,2018,480,,PER,21
Uruguay,Mujeres,2018,480,,URY,22
Venezuela (República Bolivariana de),Mujeres,2018,480,,VEN,34
